tags,description.sold_price,description.baths,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,property.sqft,property_age
"['community_security_features', 'cul_de_sac', 'hill_or_mountain_view', 'view', 'floor_plan', 'gated_community', 'views', 'security']",330000.0,0.0,0.0,0.0,4.0,land,85048,-112.074197,33.315008,Phoenix,AZ,28314.0,45.0
"['carport', 'community_outdoor_space', 'community_security_features', 'fireplace', 'recreation_facilities', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'rv_parking', 'solar_system', 'new_roof']",415000.0,2.0,2.0,1.0,3.0,single_family,85023,-112.110726,33.622703,Phoenix,AZ,9344.0,52.0
"['carport', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'floor_plan']",200000.0,1.0,0.0,2.0,1.0,apartment,85016,-112.025059,33.493659,Phoenix,AZ,677.0,43.0
"['big_lot', 'new_roof']",1900000.0,0.0,0.0,0.0,5.0,multi_family,85006,-112.031727,33.459104,Phoenix,AZ,46035.0,76.0
"['carport', 'community_outdoor_space', 'corner_lot', 'fireplace', 'single_story', 'big_yard', 'private_bathroom', 'solar_system', 'solar_panels']",359900.0,2.0,0.0,1.0,3.0,single_family,85029,-112.126512,33.59395,Phoenix,AZ,6810.0,58.0
"['carport', 'community_outdoor_space', 'community_security_features', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'ensuite', 'medicalcare', 'shopping']",186000.0,1.0,0.0,1.0,1.0,apartment,85053,-112.132929,33.642135,Phoenix,AZ,751.0,44.0
"['carport', 'community_outdoor_space', 'hardwood_floors', 'recreation_facilities', 'basement', 'single_story', 'garage_1_or_more']",675000.0,1.0,1.0,1.0,2.0,single_family,85003,-112.076725,33.476385,Phoenix,AZ,6521.0,95.0
"['city_view', 'community_outdoor_space', 'cul_de_sac', 'family_room', 'fireplace', 'hill_or_mountain_view', 'recreation_facilities', 'view', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fruit_trees', 'mountain_view', 'trails', 'views', 'groundscare']",1701500.0,3.0,2.0,1.0,3.0,single_family,85028,-111.984534,33.564398,Phoenix,AZ,37462.0,48.0
"['community_outdoor_space', 'community_security_features', 'corner_lot', 'cul_de_sac', 'family_room', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'no_hoa', 'rv_parking']",525000.0,2.0,2.0,1.0,3.0,single_family,85022,-112.073259,33.647109,Phoenix,AZ,12197.0,45.0
"['community_outdoor_space', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'updated_kitchen', 'big_yard', 'efficient', 'ensuite', 'shopping']",385000.0,2.0,2.0,1.0,3.0,single_family,85053,-112.139052,33.614124,Phoenix,AZ,8006.0,52.0
"['community_outdoor_space', 'fireplace', 'hardwood_floors', 'hill_or_mountain_view', 'view', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'detached_guest_house', 'guest_house', 'floor_plan', 'no_hoa', 'rental_property', 'farm', 'ranch', 'new_roof', 'shopping']",1038712.0,3.0,2.0,1.0,4.0,single_family,85016,-112.036169,33.51904,Phoenix,AZ,11326.0,70.0
"['community_outdoor_space', 'family_room', 'fireplace', 'hill_or_mountain_view', 'recreation_facilities', 'view', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'private_backyard', 'master_suite']",690000.0,4.0,3.0,2.0,4.0,single_family,85042,-112.035626,33.368917,Phoenix,AZ,8880.0,20.0
"['community_outdoor_space', 'corner_lot', 'family_room', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'furniture', 'efficient', 'new_roof', 'shopping']",498000.0,2.0,2.0,1.0,3.0,single_family,85048,-111.993051,33.298709,Phoenix,AZ,5528.0,32.0
"['community_outdoor_space', 'community_security_features', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'master_bedroom', 'gated_community', 'golf_course', 'security', 'shopping']",500000.0,2.0,2.0,1.0,3.0,single_family,85048,-112.052727,33.298462,Phoenix,AZ,4696.0,32.0
"['community_security_features', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard']",340000.0,2.0,2.0,1.0,2.0,single_family,85306,-112.163053,33.637633,Glendale,AZ,8018.0,46.0
"['carport', 'community_security_features', 'single_story', 'fenced_yard', 'new_roof', 'maintenance']",345000.0,2.0,0.0,1.0,4.0,single_family,85040,-112.039956,33.400369,Phoenix,AZ,6887.0,69.0
"['carport', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'rental_property', 'library', 'community_center', 'shopping']",28000.0,1.0,0.0,1.0,2.0,mobile,85031,-112.169899,33.508244,Phoenix,AZ,768.0,58.0
"['city_view', 'community_outdoor_space', 'community_security_features', 'fireplace', 'hill_or_mountain_view', 'recreation_facilities', 'view', 'community_swimming_pool', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'outdoor_kitchen', 'master_bathroom', 'private_courtyard', 'trails', 'views', 'shopping']",1010000.0,4.0,3.0,1.0,4.0,single_family,85086,-112.110306,33.800987,Phoenix,AZ,14375.0,20.0
"['city_view', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'hill_or_mountain_view', 'recreation_facilities', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'gated_community', 'trails', 'security', 'shopping']",825000.0,4.0,3.0,2.0,5.0,single_family,85042,-112.062212,33.362254,Phoenix,AZ,5751.0,6.0
"['community_outdoor_space', 'swimming_pool', 'single_story', 'private_bathroom']",432000.0,2.0,0.0,1.0,5.0,single_family,85017,-112.133513,33.507399,Phoenix,AZ,7410.0,69.0
"['community_outdoor_space', 'community_security_features', 'family_room', 'fireplace', 'hill_or_mountain_view', 'recreation_facilities', 'view', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'open_floor_plan', 'floor_plan']",745000.0,3.0,2.0,1.0,3.0,single_family,85028,-112.02721,33.573763,Phoenix,AZ,7675.0,39.0
"['community_outdoor_space', 'hill_or_mountain_view', 'recreation_facilities', 'view', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'outdoor_kitchen', 'open_floor_plan', 'floor_plan', 'big_lot', 'trails', 'groundscare', 'shopping']",700000.0,3.0,2.0,1.0,3.0,single_family,85032,-112.025909,33.607555,Phoenix,AZ,17424.0,64.0
"['fireplace', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_bathroom']",436000.0,3.0,2.0,1.0,2.0,townhomes,85018,-112.001261,33.486444,Phoenix,AZ,1065.0,25.0
"['single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'solar_system', 'rental_property']",625600.0,3.0,2.0,1.0,4.0,single_family,85086,-112.056055,33.804177,Phoenix,AZ,95832.0,29.0
"['community_outdoor_space', 'family_room', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'vaulted_ceiling', 'solar_system', 'solar_panels', 'trails', 'groundscare']",827522.0,2.0,2.0,1.0,3.0,single_family,85003,-112.081483,33.477919,Phoenix,AZ,8050.0,82.0
"['carport', 'community_outdoor_space', 'fireplace', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'jack_and_jill_bathroom', 'open_floor_plan', 'floor_plan']",255000.0,1.0,0.0,2.0,2.0,apartment,85048,-112.012532,33.305897,Phoenix,AZ,1120.0,29.0
"['carport', 'fireplace', 'basement', 'single_story', 'garage_1_or_more', 'investment_opportunity']",120000.0,2.0,1.0,1.0,2.0,mobile,85022,-112.040162,33.64803,Phoenix,AZ,9905.0,21.0
"['carport', 'community_clubhouse', 'community_outdoor_space', 'recreation_facilities', 'two_or_more_stories', 'medicalcare', 'shopping']",267000.0,2.0,0.0,2.0,2.0,townhomes,85015,-112.093068,33.502731,Phoenix,AZ,1213.0,60.0
"['carport', 'single_story']",180000.0,1.0,0.0,1.0,2.0,single_family,85009,-112.127552,33.457066,Phoenix,AZ,7867.0,77.0
"['hill_or_mountain_view', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'open_kitchen', 'floor_plan', 'mountain_view', 'trails', 'views']",448000.0,2.0,3.0,1.0,4.0,single_family,85042,-112.066415,33.357118,Phoenix,AZ,8940.0,14.0
"['community_outdoor_space', 'community_security_features', 'fireplace', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'efficient', 'smart_homes', 'shopping']",540000.0,2.0,2.0,1.0,3.0,single_family,85050,-112.018271,33.661589,Phoenix,AZ,13939.0,36.0
"['community_clubhouse', 'community_outdoor_space', 'community_security_features', 'hill_or_mountain_view', 'recreation_facilities', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'gated_community', 'clubhouse', 'security', 'shopping']",271500.0,1.0,1.0,2.0,1.0,apartment,85331,-111.988745,33.754808,Cave Creek,AZ,924.0,26.0
"['community_outdoor_space', 'corner_lot', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_lot']",345000.0,2.0,2.0,1.0,3.0,single_family,85308,-112.144237,33.645316,Glendale,AZ,9304.0,46.0
"['carport', 'hill_or_mountain_view', 'view', 'swimming_pool', 'single_story', 'garage_1_or_more', 'corner_lot', 'fixer_upper']",350000.0,2.0,1.0,1.0,3.0,single_family,85020,-112.060275,33.554442,Phoenix,AZ,9118.0,67.0
"['carport', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'recreation_facilities', 'community_swimming_pool', 'single_story']",28000.0,2.0,0.0,1.0,2.0,mobile,85027,-112.119675,33.658249,Phoenix,AZ,1296.0,55.0
"['community_outdoor_space', 'recreation_facilities', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_bathroom', 'farm', 'ranch', 'playground']",470000.0,2.0,2.0,1.0,3.0,single_family,85085,-112.11173,33.737975,Phoenix,AZ,4499.0,24.0
"['carport', 'community_outdoor_space', 'community_security_features', 'single_story', 'big_yard', 'farm', 'ranch', 'shopping']",389900.0,2.0,0.0,1.0,3.0,single_family,85021,-112.102481,33.54247,Phoenix,AZ,7148.0,65.0
"['community_clubhouse', 'community_outdoor_space', 'recreation_facilities', 'community_swimming_pool', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'private_bathroom', 'views']",1090000.0,5.0,2.0,2.0,5.0,single_family,85050,-112.018356,33.684822,Phoenix,AZ,6000.0,5.0
"['community_outdoor_space', 'community_security_features', 'hill_or_mountain_view', 'recreation_facilities', 'view', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'ensuite', 'gated_community', 'private_courtyard', 'clubhouse', 'security', 'shopping']",755000.0,5.0,3.0,2.0,4.0,single_family,85083,-112.163046,33.713491,Phoenix,AZ,6528.0,14.0
"['corner_lot', 'single_story', 'private_bathroom', 'front_porch', 'mountain_view', 'views']",390000.0,2.0,0.0,1.0,3.0,single_family,85029,-112.083975,33.583486,Phoenix,AZ,11761.0,70.0
"['carport', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'single_story', 'updated_kitchen', 'no_hoa']",349900.0,2.0,0.0,1.0,3.0,single_family,85040,-112.036631,33.399872,Phoenix,AZ,7126.0,68.0
"['carport', 'single_story', 'trails']",200000.0,2.0,0.0,1.0,3.0,single_family,85041,-112.075713,33.40949,Phoenix,AZ,9243.0,89.0
"['cul_de_sac', 'hill_or_mountain_view', 'view', 'mountain_view', 'views']",875000.0,0.0,3.0,0.0,4.0,land,85018,-111.971372,33.486492,Phoenix,AZ,16174.0,69.0
"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'family_room', 'fireplace', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_suite', 'park', 'trails', 'shopping']",515000.0,3.0,2.0,2.0,4.0,single_family,95823,-121.431434,38.44434,Sacramento,CA,5775.0,35.0
"['central_air', 'central_heat', 'community_security_features', 'corner_lot', 'dishwasher', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'open_floor_plan', 'floor_plan']",460000.0,3.0,1.0,2.0,2.0,condos,95818,-121.509268,38.561661,Sacramento,CA,693.0,8.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'single_story', 'garage_1_or_more']",472000.0,2.0,1.0,1.0,3.0,single_family,95820,-121.435039,38.535847,Sacramento,CA,5227.0,78.0
"['central_air', 'central_heat', 'community_security_features', 'corner_lot', 'disability_features', 'dishwasher', 'family_room', 'fireplace', 'pets_allowed', 'rv_or_boat_parking', 'spa_or_hot_tub', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'swimming_pool', 'vaulted_ceiling', 'floor_plan', 'big_lot', 'river_access', 'shopping']",513000.0,3.0,2.0,2.0,4.0,single_family,95827,-121.341967,38.573093,Sacramento,CA,7266.0,51.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'pets_allowed', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'beautiful_backyard', 'floor_plan', 'park', 'tennis']",1075000.0,2.0,2.0,2.0,3.0,single_family,95819,-121.455654,38.563705,Sacramento,CA,4848.0,98.0
"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'master_bedroom', 'fruit_trees', 'community_center', 'park', 'shopping']",465000.0,2.0,2.0,1.0,3.0,single_family,95829,-121.360817,38.461264,Sacramento,CA,4726.0,36.0
"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'fireplace', 'rv_or_boat_parking', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'vaulted_ceiling', 'farm', 'ranch', 'shopping']",313000.0,2.0,2.0,1.0,2.0,single_family,95843,-121.381327,38.720405,Antelope,CA,5101.0,35.0
"['central_air', 'central_heat', 'community_security_features', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'investment_opportunity', 'park', 'shopping']",357000.0,2.0,1.0,1.0,3.0,single_family,95824,-121.412552,38.522389,Sacramento,CA,5602.0,60.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'family_room', 'pets_allowed', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'solar_system', 'park', 'shopping']",430000.0,3.0,2.0,2.0,3.0,condos,95835,-121.528271,38.678628,Sacramento,CA,1502.0,4.0
"['central_air', 'central_heat', 'community_security_features', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'park', 'maintenance']",315000.0,1.0,1.0,1.0,2.0,single_family,95820,-121.463289,38.532485,Sacramento,CA,6534.0,83.0
"['central_air', 'central_heat', 'community_security_features', 'fireplace', 'single_story', 'garage_1_or_more', 'big_yard', 'new_roof']",373000.0,1.0,1.0,1.0,3.0,single_family,95820,-121.422345,38.528744,Sacramento,CA,4792.0,73.0
"['central_air', 'central_heat', 'community_security_features', 'corner_lot', 'dishwasher', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'shopping']",415000.0,1.0,2.0,1.0,3.0,single_family,95820,-121.474532,38.540491,Sacramento,CA,5227.0,85.0
"['community_security_features', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard']",472000.0,2.0,2.0,1.0,3.0,single_family,95843,-121.376493,38.72136,Antelope,CA,5663.0,36.0
"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'efficient']",500100.0,2.0,2.0,1.0,4.0,single_family,95827,-121.321902,38.562116,Sacramento,CA,6199.0,46.0
"['central_air', 'central_heat', 'community_security_features', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'high_ceiling', 'solar_system', 'solar_panels', 'park']",903000.0,4.0,3.0,2.0,5.0,single_family,95835,-121.556243,38.679524,Sacramento,CA,7200.0,2.0
"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'family_room', 'fireplace', 'river_view', 'view', 'water_view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fruit_trees', 'smart_homes', 'park', 'trails', 'shopping']",530000.0,2.0,2.0,1.0,4.0,single_family,95826,-121.386779,38.563971,Sacramento,CA,8468.0,57.0
"['central_air', 'central_heat', 'community_security_features', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'investment_opportunity', 'park', 'shopping']",785000.0,2.0,2.0,1.0,3.0,single_family,95819,-121.444811,38.57697,Sacramento,CA,6199.0,77.0
"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'energy_efficient', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'ensuite']",610000.0,3.0,2.0,2.0,4.0,single_family,95834,-121.515321,38.639034,Sacramento,CA,3267.0,6.0
"['central_air', 'central_heat', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",575000.0,3.0,2.0,2.0,4.0,single_family,95835,-121.506371,38.67568,Sacramento,CA,5775.0,23.0
"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'pets_allowed', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'investment_opportunity', 'shopping']",530000.0,1.0,1.0,1.0,2.0,single_family,95819,-121.429865,38.555646,Sacramento,CA,4831.0,75.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'pets_allowed', 'garage_1_or_more', 'basketball_court', 'master_bedroom', 'large_porch', 'tennis_court', 'tennis', 'basketball', 'groundscare']",117777.0,2.0,0.0,0.0,2.0,mobile,95828,-121.400284,38.486485,Sacramento,CA,1152.0,46.0
"['central_air', 'central_heat', 'community_security_features', 'den_or_office', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'new_roof']",595000.0,2.0,2.0,1.0,3.0,single_family,95818,-121.508924,38.560518,Sacramento,CA,5663.0,73.0
"['laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'gourmet_kitchen', 'open_floor_plan', 'floor_plan', 'big_lot', 'park', 'playground', 'trails', 'shopping']",343000.0,1.0,1.0,2.0,1.0,condos,95818,-121.510925,38.564545,Sacramento,CA,626.0,6.0
"['central_air', 'central_heat', 'community_security_features', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard']",375000.0,2.0,2.0,1.0,3.0,single_family,95842,-121.3568,38.67408,Sacramento,CA,5663.0,62.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'disability_features', 'dishwasher', 'family_room', 'fireplace', 'pets_allowed', 'recreation_facilities', 'rv_or_boat_parking', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'shopping']",468000.0,2.0,2.0,1.0,3.0,single_family,95833,-121.50927,38.624831,Sacramento,CA,6098.0,40.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'gourmet_kitchen', 'open_floor_plan', 'floor_plan', 'solar_system', 'farm', 'park', 'trails']",490000.0,3.0,2.0,3.0,2.0,condos,95818,-121.510374,38.56141,Sacramento,CA,1451.0,9.0
"['central_air', 'central_heat', 'community_security_features', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'open_floor_plan', 'floor_plan', 'farm', 'ranch', 'park', 'shopping']",395000.0,2.0,2.0,1.0,3.0,single_family,95832,-121.483422,38.478461,Sacramento,CA,8276.0,65.0
"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'smart_homes', 'groundscare', 'shopping']",599900.0,3.0,2.0,2.0,3.0,single_family,95822,-121.498085,38.529308,Sacramento,CA,1947.0,2.0
"['carport', 'central_heat', 'community_outdoor_space', 'community_security_features', 'fireplace', 'pets_allowed', 'swimming_pool', 'two_or_more_stories', 'gated_community', 'security']",230000.0,1.0,0.0,2.0,1.0,condos,95821,-121.402603,38.624874,Sacramento,CA,810.0,39.0
